Name,Soundex,Frequency,ZipfPopularity
Shields,S432,5,1
Shiels,S420,1,2
Shiers,S620,3,205
Shilcock,S422,1,1
Shildon,S435,1,5
Shildrick,S436,1,2
Shill,S400,1,1
Shillabeer,S416,1,7
Shilletoe,S430,1,95
Shilley,S400,1,265
Shilling,S452,3,5
Shillinge,S452,1,1
Shillingford,S452,1,1
Shillite,S430,1,1
Shillito,S430,3,1
Shilson,S425,1,56
Shilvock,S412,1,1265
Shimmin,S550,1,1
Shingfield,S521,1,2
Shingler,S524,2,1
Shingleton,S524,2,2
Shinkfield,S521,1,56
Shinn,S500,3,1
Shinton,S535,1,3
Shipham,S150,1,17
Shipley,S140,8,1
Shipman,S155,5,1
Shipp,S100,5,1
Shipton,S135,5,1
Shires,S620,7,1
Shirley,S640,6,2
Shirt,S630,1,6
Shirtcliff,S632,1,1
Shirtcliffe,S632,1,8
Shirtliff,S634,1,2
Shky,S200,1,1
Shobbrook,S162,3,2
Shobrook,S162,1,1
Shobrooke,S162,2,21
Shoesmith,S253,3,14
Sholl,S400,1,1
Sholt,S430,1,1
Shone,S500,1,39
Shoobridge,S163,1,1
Shooter,S360,2,1
Shore,S600,5,1
Shorer?,S660,1,1
Shorky?,S620,1,5
Shorney,S650,1,3
Shorrock,S620,5,3
Short,S630,24,2
Shorthose,S632,1,10
Shorthouse,S632,1,11
Shortus,S632,1,1
Shotten,S350,1,8
Shotter,S360,1,921
Shotton,S350,1,3
Shove,S100,1,20
Showers,S620,1,1
Shows,S200,1,3
Shreehorne,S665,1,1
Shreeve,S610,2,6
Shreeves,S612,1,1
Shrewsbury,S621,1,11
Shrieve,S610,1,1
Shrigley,S624,1,33
Shrimpton,S651,3,24
Shrives,S612,1,2
Shrowesbury,S621,1,68
Shrubshall,S612,1,8
Shubrick,S162,2,1
Shuckford,S216,1,1
Shufflebotham,S141,3,11
Shuffrey,S160,1,1
Shuker,S260,2,3
Shum,S500,1,1
Shurgold,S624,1,1166
Shute,S300,2,20
Shuter,S360,1,1
Shutt,S300,3,1
Shuttleworth,S346,10,2
Sibley,S140,7,57
Sibson,S125,1,121
Sickelmore,S245,1,6
Sidaway,S300,1,1
Siday,S300,1,48
Siddall,S340,6,19
Siddel,S340,1,1
Siddeley,S340,1,1
Siddell,S340,1,18
Sidders,S362,1,6
Siddon,S350,2,1
Siddons,S352,1,1
Sideway,S300,1,24
Sidey,S300,1,1
Sidney,S350,2,69
Sidwell,S340,1,5
Sievers,S162,3,1
Sifton,S135,1,2
Siggers,S262,1,92
Sigley,S240,1,5475
Silby,S410,2,6
Silcock,S422,3,2
Silcox,S422,1,1
Silk,S420,5,2
Silke,S420,2,16
Silkstone,S423,1,3
Sill,S400,1,1
Sillet,S430,1,210
Sillett,S430,1,1
Silliter,S436,1,1
Sillitoe,S430,3,1
Silver,S416,3,13
Silverlock,S416,1,7
Silversides,S416,1,14
Silverthorne,S416,1,1
Silverwood,S416,2,57
Silvester,S412,3,1
Sim,S500,1,4
Simcock,S522,1,2
Simcox,S522,4,1
Sime,S500,1,1
Simister,S523,2,55
Simkin,S525,3,9
Simkins,S525,3,1
Simkiss,S522,1,1
Simlett,S543,1,1
Simm,S500,3,6
Simmer,S560,1,3
Simmerson,S562,1,7
Simmonds,S553,21,2
Simmons,S552,25,10
Simms,S520,7,8
Simner,S560,1,1
Simnet,S530,1,14
Simon,S550,3,2
Simond,S553,1,42
Simons,S552,8,148033
Simper,S516,1,1
Simpkin,S512,4,12
Simpkins,S512,1,40
Simpson,S512,90,2
Sims,S520,23,15
Sinclair,S524,10,3
Sincock,S522,2,2
Sinden,S535,3,1
Sinfield,S514,6,1
Singer,S526,1,140
Single,S524,1,1
Singleton,S524,5,34
Sinnock,S520,1,1
Sippetts,S132,1,1
Sippit,S130,1,5
Sippitt,S130,1,4
Sircombe,S625,1,3
Sirl,S640,1,26
Sirling,S645,1,2
Sirman,S655,1,1
Sisam,S250,1,67
Sisley,S240,1,4
Sissison,S225,1,3863
Sisson,S250,1,1
Sissons,S252,4,1
Sisterson,S236,1,1
Sitch,S320,2,18
Siter,S360,1,2
Sittley,S340,1,2
Sitton,S350,2,4
Sivers,S162,1,24
Siveter,S136,2,1
Sixton,S235,1,6
Size,S200,1,1
Sizer,S260,1,56
Skeats,S232,1,1
Skedge,S232,1,1
Skeel,S240,1,4
Skeeles,S242,1,3
Skeet,S230,3,60
Skegg,S220,1,1
Skeggs,S220,3,1
Skeldon,S243,1,2
Skellam,S245,2,61
Skelleon,S245,1,1
Skelley,S240,1,2
Skellit,S243,1,2
Skells,S242,1,6537
Skelton,S243,12,4
Skermer,S265,1,14
Skerratt,S263,1,683
Skerrett,S263,1,40
Skerrey,S260,1,1213
Skerrott,S263,1,39
Skerry,S260,2,1
Skevington,S215,3,1
Skewis,S220,1,1
Skidmore,S235,5,6
Skiffington,S215,1,27
Skikelthorpe,S224,1,2
Skilbeck,S241,1,1
Skilleter,S243,1,1
Skillett,S243,1,41
Skilton,S243,1,2
Skingle,S252,1,2
Skingley,S252,1,2
Skinley,S254,1,1
Skinn,S250,3,1
Skinner,S256,31,1
Skipp,S210,1,1
Skipper,S216,4,1
Skippon,S215,1,1
Skipsey,S212,1,1
Skirth,S263,1,4
Skitt,S230,1,1
Skittery,S236,1,1
Skuse,S220,1,3
Skyrme,S265,1,1
Slack,S420,13,1
Slade,S430,10,1
Sladen,S435,2,22
Slaney,S450,2,1
Slarks,S462,1,1
Slate,S430,2,2
Slater,S436,36,6
Slatter,S436,2,3
Slatterie,S436,1,60
Slattery,S436,1,1
Slattry,S436,1,1
Slaughter,S423,3,5
Slaytor,S436,1,6
Sleaford,S416,1,50
Sleath,S430,1,1
Sleddon,S435,1,1
Slee,S400,1,410
Sleeman,S455,5,3
Sleep,S410,3,2
Sleet,S430,1,1
Sleigh,S420,2,1
Sleight,S423,1,1
Sleightholme,S423,1,1
Slewman,S455,1,45
Slight,S423,2,4
Slinger,S452,3,2
Slingsby,S452,5,9
Slip,S410,1,58
Sloan,S450,2,1
Slocombe,S425,2,9
Sloey,S400,1,10
Sloman,S455,1,2
Sloper,S416,1,2
Slough,S420,1,1
Slow,S400,1,1
Slowgrove,S426,1,2
Sluggett,S423,1,8
Sly,S400,3,21
Slyfield,S414,1,23
Slynn,S450,1,1
Smailes,S542,2,1
Smale,S540,6,2
Smales,S542,1,1
Small,S540,9,1
Smallbone,S541,2,1
Smallbones,S541,2,4
Smallcomb,S542,1,2
Smalley,S540,4,9
Smallwood,S543,9,1
Smalman,S545,1,2
Smalridge,S546,1,3
Smart,S563,19,76
Smeathman,S535,1,2
Smeaton,S535,2,1
Smeatten,S535,1,3
Smedley,S534,3,5
Smee,S500,2,1
Smeeth,S530,1,158
Smeeton,S535,1,23
Smele,S540,1,1
Smelt,S543,1,2
Smerdon,S563,1,2
Smetheram,S536,1,1
Smethurst,S536,8,2
Smett,S530,1,1
Smiddy,S530,1,1
Smiles,S542,1,1
Smirk,S562,1,3
Smirke,S562,1,57
Smirthwaite,S563,1,37
Smiter,S536,1,1
Smith,S530,740,11
Smitheman,S535,1,26
Smither,S536,1,1
Smitherd,S536,1,1
Smitherman,S536,1,1
Smithers,S536,5,33
Smithies,S532,4,51
Smithson,S532,3,5
Smithurst,S536,1,1
Smitton,S535,1,1
Smocomb,S525,1,1
Smokem,S525,1,2
Smout,S530,1,1
Smuin,S550,1,3
Smurfoot,S561,1,8
Smurthwaite,S563,2,1
Smyth,S530,10,33
Smythe,S530,1,1
Smythers,S536,1,2
Snaith,S530,5,24
Snakenberg,S525,1,4
Snale,S540,1,1
Snape,S510,4,6
Snart,S563,1,48
Snazel,S524,1,2
Sneath,S530,2,3
Snell,S540,19,1
Snellgrove,S542,1,1
Snelling,S545,3,5
Snelson,S542,5,10
Snitch,S532,1,2
Snodgrass,S532,1,1
Snodin,S535,2,1
Snook,S520,6,1
Snow,S500,10,1
Snowball,S514,3,3774
Snowden,S535,5,74
Snowdon,S535,1,1
Snowley,S540,2,1
Snuggs,S520,1,1
Snushall,S524,1,5
Soaf,S100,1,11
Soames,S520,1,7
Soars,S620,1,1
Sobey,S100,2,3
Sockett,S230,2,14
Soden,S350,1,8
Soder,S360,1,1
Softley,S134,1,10
Softly,S134,1,3
Soley,S400,1,3
Solkhon,S425,1,3
Sollers,S462,1,1
Solley,S400,1,54
Solliss,S420,1,1
Sollitt,S430,2,48
Solly,S400,1,1
Solman,S455,2,21
Solomon,S455,4,1
Solomons,S455,8,3
Soloway,S400,1,2
Solsley,S424,1,101
Solter,S436,1,1
Solway,S400,1,2
Somerfield,S561,3,1
Somers,S562,1,1
Somersall,S562,2,2
Somerset,S562,1,168
Somerville,S561,1,8
Sommerfield,S561,1,6
Sommers,S562,1,1
Sommerseales,S562,1,6
Sommerwill,S564,1,1
Sonchion,S525,1,1
Sones,S520,1,6
Sooley,S400,1,1
Sooris,S620,1,3
Soper,S160,4,1
Sopp,S100,1,4
Sorge,S620,1,2
Sorrell,S640,1,1
Sorrill,S640,1,2
Sorry,S600,1,160
Sosby,S210,1,1
Sothran,S365,1,32
Souch,S200,3,1
Soulby,S410,1,139
Soule,S400,1,4
Sousby,S210,2,3
Soutar,S360,1,1
Souter,S360,3,1
South,S300,6,44
Southall,S340,3,1
Southam,S350,2,1
Southan,S350,1,32
Southcott,S323,1,3
Southerden,S363,1,2
Southern,S365,4,1
Southernwood,S365,1,40
Southeron,S365,1,4
Southey,S300,3,1237
Southgale,S324,1,102
Southgate,S323,3,103
Southon,S350,4,1
Southorn,S365,1,1
Southren,S365,1,6
Southurd,S363,1,1457
Southward,S363,1,1
Southwell,S340,5,41
Southwick,S320,1,2
Southwood,S330,7,16
Southworth,S363,5,227
Soutter,S360,1,80
Soward,S630,1,1
Sowden,S350,8,5
Sowells,S420,1,3
Sowen,S500,1,24
Sowerbutts,S613,2,5
Sowerby,S610,3,10
Sowray,S600,1,16
Sowter,S360,3,1
Spackman,S125,1,73374
Spade,S130,1,2
Spain,S150,6,7
Spalding,S143,2,78
Spalman,S145,1,7
Spalton,S143,1,20
Spanghe,S152,1,1
Spanton,S153,1,1
Spare,S160,1,4
Sparey,S160,1,1
Spargo,S162,3,119
Spargoe,S162,2,1
Sparham,S165,1,1
Spark,S162,1,1
Sparke,S162,1,5
Sparkes,S162,15,1
Sparkesman,S162,1,1
Sparkman,S162,1,6
Sparks,S162,1,16
Sparrow,S160,12,2
Sparshott,S162,1,2
Sparvell,S161,1,642
Spashett,S123,1,1
Spaull,S140,1,1
Spaven,S115,1,1
Speak,S120,4,14
Speake,S120,1,16
Speakman,S125,3,21
Spear,S160,5,19
Spearing,S165,4,1
Speck,S120,2,8
Speckeley,S124,1,10019
Speckley,S124,1,1
Spedding,S135,2,1
Speddy,S130,2,4682
Speechley,S124,1,1
Speed,S130,4,4
Speedey,S130,1,4
Speers,S162,1,1
Speight,S123,2,4
Speiser,S126,1,1
Spell,S140,1,26
Spence,S152,7,140
Spenceley,S152,1,1
Spencer,S152,54,5
Spendlove,S153,1,2
Spesier,S126,1,22
Spice,S120,3,145
Spicer,S126,11,1
Spicknett,S125,1,4
Spier,S160,1,1
Spiers,S162,5,21
Spikesman,S122,1,4
Spikins,S125,1,1
Spiller,S146,1,1
Spillett,S143,1,18
Spilling,S145,2,1
Spilsburry,S142,1,2
Spilsbury,S142,1,2
Spilsworth,S142,1,42
Spink,S152,8,7
Spinks,S152,7,1
Spires,S162,1,1
Spirle,S164,1,5
Spittle,S134,2,1
Spittlehouse,S134,1,1
Spivey,S110,3,3
Spokes,S122,1,7
Sponage,S152,1,2
Spong,S152,3,1
Spooner,S156,11,2
Spoor,S160,2,1
Spoors,S162,1,2
Sporer,S166,1,8
Spour,S160,1,1
Spracket,S162,1,19
Spracklan,S162,1,1
Sprackling,S162,1,3932
Spragg,S162,2,1
Sprague,S162,2,3
Sprakes,S162,3,8
Spratley,S163,4,1
Spratt,S163,5,1479
Spray,S160,1,3
Spreadbury,S163,2,7
Spreckley,S162,1,1
Spredbury,S163,1,1
Spree,S160,1,151
Sprent,S165,1,2
Sprentall,S165,1,1
Spriggs,S162,2,1
Spring,S165,2,1
Springall,S165,1,1
Springett,S165,4,4
Springthorp,S165,1,3
Sprintall,S165,1,3
Sproat,S163,1,7
Sproson,S162,1,1
Spruce,S162,2,20
Sprules,S164,1,1
Spry,S160,4,1
Spurden,S163,1,1
Spurge,S162,1,6
Spurgeon,S162,1,2
Spurgin,S162,1,2
Spurr,S160,5,9
Spurrier,S166,3,19
Spurway,S160,1,1
Spyby,S110,1,3
Spyr,S160,1,14
Squibb,S210,4,21
Squier,S260,1,1
Squire,S260,10,1
Squires,S262,10,6
Squirrell,S264,2,1
Srigley,S624,1,1
Stabbins,S315,2,2
Stabler,S314,1,1
Stables,S314,2,1
Stableton,S314,1,50
Stacey,S320,14,3
Stackey,S320,1,5
Stacy,S320,1,2
Staddon,S335,1,377
Stafford,S316,17,15
Stagg,S320,4,1
Staggs,S320,1,3
Stainer,S356,2,120
Staines,S352,2,3
Stainfield,S351,1,1
Stainsby,S352,2,5
Stainthorp,S353,1,5
Stainton,S353,2,1
Stairs,S362,1,1
Stait,S330,1,34
Staley,S340,6,1
Stalker,S342,1,2
Stallard,S346,1,1
Stallibrass,S341,1,1
Stamford,S351,2,3
Stamp,S351,6,62
Stamper,S351,3,7
Stanard,S356,1,6
Stanaway,S350,1,132
Stanbridge,S351,1,2
Stanbrook,S351,1,1
Stanbury,S351,2,3
Stancliff,S352,1,1
Standell,S353,1,1
Standerwick,S353,1,8
Standeven,S353,1,1
Standill,S353,1,7
Standing,S353,5,1
Standish,S353,2,1
Standley,S353,1,2
Standring,S353,1,2
Staneland,S354,2,2
Stanesby,S352,1,1
Stanfield,S351,4,14
Stanford,S351,5,2
Stanhope,S351,2,1
Stanier,S356,2,457
Staniford,S351,2,2
Staniforth,S351,3,4
Staniland,S354,2,2
Staning,S355,1,1
Stanley,S354,9,7284
Stannard,S356,2,2
Stanner,S356,1,50
Stannett,S353,1,1
Stannier,S356,1,2
Stansbie,S352,1,6
Stansfield,S352,12,3
Stanstead,S352,1,1
Stant,S353,1,1
Stantiford,S353,1,1
Stanton,S353,12,4
Stanway,S350,1,5
Stanworth,S356,3,9
Stanyford,S351,1,5
Staple,S314,1,8
Staples,S314,6,13
Stapleton,S314,8,1
Stapley,S314,3,1
Staplyton,S314,1,11
Star,S360,2,14
Starbuck,S361,1,1
Stares,S362,1,3
Starey,S360,1,1
Stark,S362,3,2
Starkey,S362,18,1
Starkie,S362,4,4
Starks,S362,1,6
Starley,S364,1,1
Starling,S364,3,56
Starmer,S365,1,1
Starner,S365,1,2
Starr,S360,2,9
Starsmore,S362,1,1
Start,S363,1,85
Statham,S335,7,2344
Stather,S336,1,5
Statter,S336,1,10
Staunton,S353,1,21
Staut,S330,1,1
Stawpert,S316,1,9
Stay,S300,1,4
Stayton,S335,1,6
Stead,S330,22,89
Steadman,S335,1,2
Steadmans,S335,1,23
Steady,S330,1,1374
Steares,S362,1,1
Stearment,S365,1,1
Stearn,S365,3,7
Stearne,S365,1,1
Stebbings,S315,4,3
Stedman,S335,2,1
Steed,S330,6,1
Steedman,S335,2,2
Steeds,S332,1,1
Steel,S340,27,16
Steele,S340,11,2
Steeles,S342,1,10
Steels,S342,2,7
Steen,S350,2,2
Steeple,S314,1,3
Steeples,S314,1,1
Steer,S360,9,5
Steers,S362,2,2
Steeton,S335,1,4726
Steevenson,S315,1,4
Steff,S310,1,8
Steggall,S324,1,1
Steggalls,S324,1,32
Stegles,S324,1,1
Steib,S310,1,2
Stelfox,S341,4,4
Stell,S340,2,1819
Stellard,S346,1,3
Stemp,S351,1,3
Stendell,S353,1,1
Stenlake,S354,1,295
Stent,S353,1,3
Stenteford,S353,2,15
Stenten,S353,1,1
Stenton,S353,1,5
Stephen,S315,1,1
Stephens,S315,39,24
Stephenson,S315,41,1
Stepleton,S314,1,1
Stepney,S315,1,2
Steptoe,S313,2,1618
Sterriker,S362,1,1
Sterry,S360,6,265
Stevens,S315,77,1
Stevenson,S315,25,1
Steventon,S315,2,5
Steverson,S316,1,1
Steward,S363,12,27
Stewart,S363,23,11
Stewert,S363,1,4
Stickland,S324,3,1
Stickley,S324,1,1
Stiff,S310,1,5
Stigwood,S323,1,4
Stile,S340,1,1
Stiles,S342,4,2
Still,S340,3,2
Stillman,S345,1,1
Stillwell,S344,2,9
Stilwell,S344,2,2
Stimpson,S351,1,1
Stimson,S352,5,310
Stinnard,S356,1,1
Stinton,S353,1,2
Stiphenson,S315,1,1
Stirk,S362,2,4
Stirman,S365,1,3
Stirzacker,S362,2,2
StJohn,S325,2,9
Stoakes,S322,1,4
Stobbard,S316,1,1
Stock,S320,15,1
Stockbridge,S321,1,321
Stockdale,S323,5,1
Stockden,S323,1,428
Stockdill,S323,1,1
Stocker,S326,1,32
Stockham,S325,1,6
Stockhill,S324,1,1
Stockley,S324,1,15
Stockman,S325,1,3
Stocks,S320,7,3
Stockton,S323,6,1
Stockwell,S324,4,2
Stoddart,S336,1,3
Stodgel,S332,1,3
Stoiell,S340,1,4
Stoiles,S342,1,1
Stokell,S324,1,4
Stoker,S326,2,7
Stokes,S322,30,1
Stokoe,S320,1,1
Stoll,S340,1,1
Stone,S350,43,2
Stonebank,S351,1,33
Stoneham,S355,1,1
Stonehouse,S352,3,2
Stoneleigh,S354,1,5
Stoneman,S355,1,11
Stoner,S356,3,1
Stones,S352,9,15
Stonestreet,S352,1,1027
Stoney,S350,1,2
Stonham,S355,1,3
Stonier,S356,4,1
Stonley,S354,1,3
Stonnill,S354,1,30
Stooke,S320,1,11
Stoops,S312,1,6
Stopford,S316,2,4
Stopher,S316,1,5
Stopp,S310,1,1
Stopps,S312,1,1
Stor,S360,1,173
Storer,S366,1,1
Stores,S362,1,1
Storey,S360,17,103
Stormer,S365,1,18
Stormonth,S365,1,5
Storms,S365,1,1
Storr,S360,8,7
Storron,S365,1,2
Storrow,S360,1,1
Storry,S360,2,4
Story,S360,3,254
Stotea,S330,1,6
Stott,S330,24,9
Stout,S330,1,1
Stow,S300,3,93
Stowe,S300,2,3
Stowell,S340,3,1
Stowers,S362,1,158
Stoyle,S340,2,1
Stoyles,S342,1,234
Strachan,S362,4,2
Stradwick,S363,1,190
Strand,S365,1,1
Straney,S365,1,1
Strang,S365,1,1
Strange,S365,8,3
Stranger,S365,1,2
Strangward,S365,1,6
Stranks,S365,1,7
Stratford,S363,5,1
Strath,S363,1,1
Stratten,S363,2,1
Stratton,S363,5,1
Straw,S360,1,1
Strawford,S361,1,1
Streader,S363,1,1
Streat,S363,1,18
Streater,S363,1,2
Streatfield,S363,1,2
Stredder,S363,1,2
Street,S363,21,6
Streete,S363,1,2
Streeten,S363,1,1
Streeter,S363,2,1
Streeton,S363,2,18
Streets,S363,2,6
Strelley,S364,1,1
Stretch,S363,2,4844
Stretton,S363,4,181
Strevens,S361,1,2
Stribling,S361,2,1
Strickland,S362,7,6
Stride,S363,1,11
Strike,S362,2,1
Stringer,S365,15,1
Stringfellow,S365,3,10
Stripe,S361,2,2
Strong,S365,5,51
Stroud,S363,2,4
Strowden,S363,1,1
Strube,S361,1,2
Struckett,S362,1,1
Strudwick,S363,1,1
Strugnell,S362,3,3
Struth,S363,1,1
Strutt,S363,2,2
Strutton,S363,2,6
Stuart,S363,6,1
Stubbersfield,S316,1,14
Stubbing,S315,1,25
Stubbings,S315,1,2
Stubbins,S315,1,1
Stubbs,S312,16,1
Stubings,S315,1,5
Stubley,S314,1,2
Stuckey,S320,3,17
Studham,S335,1,2
Studholme,S334,1,11
Studley,S334,1,2
Studt,S330,2,1
Stupple,S314,1,79
Sturch,S362,3,20
Sturdy,S363,3,1
Sturgeon,S362,2,1
Sturges,S362,1,15
Sturgess,S362,5,1
Sturley,S364,1,21
Sturman,S365,1,1
Sturmson,S365,1,20
Sturrock,S362,1,1
Stutford,S331,1,1
Stutting,S335,1,2
Styan,S350,1,133547
Stygle,S324,1,1
Style,S340,2,1
Styles,S342,9,10
Styring,S365,1,106
Such,S200,3,1
Sucker,S260,1,63
Suckling,S245,2,1
Sudbury,S316,1,2
Sudderick,S362,1,1
Sudlow,S340,1,1
Sudren,S365,1,1
Sudworth,S363,1,40
Suffield,S143,1,26
Sugar,S260,1,1
Sugars,S262,1,70
Sugden,S235,10,1
Sugget,S230,1,4
Suggitt,S230,1,44
Sullivan,S415,21,1
Sully,S400,1,6
Sumerfield,S561,2,1
Sumerling,S564,1,1
Summerbee,S561,1,1
Summerbell,S561,1,1
Summercett,S562,1,1
Summerfield,S561,11,6
Summerhays,S562,1,1
Summers,S562,15,45
Summerscales,S562,2,104
Summersell,S562,1,6
Summerson,S562,1,1
Summes,S520,1,2
Sumner,S560,14,1
Sumpter,S513,1,1
Sumpton,S513,1,4
Sunderland,S536,8,9
Sunnaway,S500,1,1
Sunnian,S550,2,1
Surbats,S613,1,2
Surfield,S614,2,1
Surfleet,S614,1,16
Surgison,S622,1,12
Surndin,S653,1,2
Surner,S656,1,1
Surr,S600,1,3
Surridge,S632,2,1
Surry,S600,1,26
Surtees,S632,3,3
Sussex,S220,1,2
Sussums,S252,1,1
Sutch,S320,1,5
Sutcliff,S324,2,1
Sutcliffe,S324,27,2
Suter,S360,3,335
Sutherland,S364,5,4368
Sutherns,S365,1,4
Suthers,S362,1,1
Sutliffe,S341,1,1
Suton,S350,1,1
Sutter,S360,1,15
Suttle,S340,1,1
Sutton,S350,43,1
Swaby,S100,2,52
Swaddell,S340,1,1
Swaddle,S340,1,1
Swadkins,S325,1,32
Swadling,S345,1,1
Swaffin,S150,1,1
Swain,S500,11,1
Swainbank,S515,1,2
Swaine,S500,7,2
Swainland,S545,1,3
Swainsland,S524,1,1
Swainson,S525,2,2
Swale,S400,3,10
Swales,S420,7,1
Swaller,S460,1,2
Swallow,S400,7,2
Swallwell,S440,1,4
Swalwell,S440,1,1
Swan,S500,10,1
Swance,S520,1,1
Swancott,S523,1,1
Swann,S500,5,1
Swanwick,S520,2,1
Swarbick,S612,1,2
Swarbrick,S616,2,1
Swatkin,S325,1,13
Swatling,S345,1,1
Swatman,S355,2,1
Swatton,S350,1,12
Sweatenham,S355,1,1
Sweatman,S355,1,7
Sweeney,S500,2,558
Sweeny,S500,1,16
Sweet,S300,4,1
Sweeting,S352,2,1
Sweetingham,S352,1,1
Sweetland,S345,1,3
Sweetlove,S341,1,1
Sweetman,S355,1,522
Sweetmore,S356,1,3
Sweetser,S326,1,47
Sweney,S500,1,1
Swift,S130,24,1
Swinborn,S516,2,9
Swinbourne,S516,1,4
Swinburn,S516,4,2
Swincoe,S520,1,12
Swindell,S534,2,2
Swindells,S534,8,1
Swinden,S535,1,1
Swindin,S535,1,164
Swindlehurst,S534,1,1
Swindley,S534,1,1
Swiney,S500,1,1
Swinfon,S515,1,7
Swinford,S516,1,2
Swinhoe,S500,1,18
Swinnerton,S563,1,4
Swinscoe,S520,3,2
Swinslead,S524,1,1
Swiny,S500,1,1
Swire,S600,2,7
Swords,S632,2,21
Swordy,S630,1,2
Swyer,S600,1,1
Syah,S000,1,6
Syar,S600,1,2
Syckes,S220,1,39
Sydal,S340,1,3
Sydaman,S355,1,2
Sydenham,S355,2,6
Sydney,S350,1,2
Sydon,S350,1,30
Syer,S600,5,16
Sygrove,S261,1,106
Sykes,S220,30,3
Sylvester,S412,2,1
Symes,S520,4,1
Symmins,S552,1,87
Symmonds,S553,1,1
Symmons,S552,1,3
Symn,S500,1,2
Symonds,S553,9,2
Symons,S552,13,32
Sympson,S512,1,1
Syms,S520,3,1
Syner,S560,1,1
Syred,S630,1,2
Syrett,S630,5,13
Tabb,T100,1,4
Tabberer,T166,1,2
Tabbner,T156,2,2
Taberer,T166,1,1
Tabor,T160,1,5
Tabraham,T165,1,4
Tacey,T200,1,1
Tackley,T240,1,28
Tacy,T200,1,55
Tadman,T355,1,17
Taerrianes,T652,1,1
Tagard,T263,1,1
Tagg,T200,3,3
Tailly,T400,1,11
Tailor,T460,2,1
Taken,T250,1,1
Talbot,T413,15,1
Talbott,T413,9,1
Talboys,T412,1,20
Talby,T410,1,1
Talfourd,T416,1,35
Tallant,T453,1,1
Tallentire,T453,2,7
Tallott,T430,1,14
Tambling,T514,1,1
Tamblyn,T514,2,4
Tame,T500,3,5
Tamkin,T525,1,12
Tamons,T552,1,2
Tampin,T515,1,1
Tamplin,T514,1,2
Tamsett,T523,1,4
Tancock,T522,2,27
Tancred,T526,1,2
Tandy,T530,2,48
Tangye,T520,1,8
Tank,T520,1,10
Tann,T500,2,13
Tanner,T560,17,3
Tansey,T520,1,2
Tansley,T524,4,935
Tanswell,T524,1,1
Tant,T530,3,3
Tapley,T140,1,1
Tapp,T100,1,1
Tappenden,T153,1,1
Tapscott,T123,3,1
Tapson,T125,1,2
Tarbart,T616,1,2
Tarbuck,T612,1,2
Tarcock,T622,1,5
Targett,T623,2,1
Tarling,T645,2,418
Tarr,T600,3,8
Tarrant,T653,3,4
Tarrey,T600,1,1
Tarry,T600,1,1
Tart,T630,1,3
Tasker,T260,8,1
Tassell,T240,2,3
Tatchell,T324,1,1
Tate,T300,12,1
Tatham,T350,1,11
Tatler,T346,1,4
Tatnall,T354,1,3
Tatt,T300,1,45
Tattersall,T362,10,1
Tattersfield,T362,2,1
Tattershall,T362,1,2
Tatton,T350,3,4
Taunton,T535,1,1
Tavener,T156,3,3
Tavenner,T156,1,18
Tavinor,T156,1,437
Tawn,T500,1,1
Tawton,T350,1,2
Tayler,T460,6,1
Taylor,T460,356,3
Tayor,T600,1,94
Taysom,T250,1,5
Teague,T200,2,13
Teakle,T240,1,3
Teal,T400,2,4
Teale,T400,3,1
Teall,T400,2,19
Tearle,T640,2,1
Teasdale,T234,6,16
Teat,T300,1,2
Teather,T360,2,3
Tebay,T100,2,3
Tebb,T100,1,196
Tebbett,T130,2,1
Tebbit,T130,1,1
Tebbitt,T130,1,1
Tebbutt,T130,1,2
Tedstall,T323,1,2
Tee,T000,1,5
Teece,T200,1,3
Teed,T300,1,2
Teenney,T500,1,2
Teesdale,T234,4,7
Teko,T200,1,1
Telling,T452,1,14
Telly,T400,1,1
Temlett,T543,1,1
Temperley,T516,3,3
Temperton,T516,1,18
Tempest,T512,2,1
Temple,T514,7,1
Templeman,T514,2,1
Teniswood,T523,1,1
Tennant,T553,5,614
Tenney,T500,1,1
Tennison,T525,1,1
Terence,T652,1,1
Terow,T600,1,1
Terrill,T640,3,117
Terrington,T652,1,2
Terry,T600,15,1
Terson,T625,1,5
Tesley,T240,1,1
Tesseyman,T255,1,2
Tesson,T250,1,1
Tester,T236,4,1
Testil,T234,1,1
Tetchner,T325,1,2
Tether,T360,1,32
Tetley,T340,2,1
Tetlow,T340,2,1
Tetshill,T324,1,7
Tevy,T100,2,3
Tew,T000,6,2
Tewlass,T420,1,6
Tewson,T250,1,5556
Thacker,T260,4,1
Thackeray,T260,1,2
Thackra,T260,2,3
Thackrah,T260,1,1
Thackray,T260,2,1
Thackwray,T260,1,5
Thain,T500,1,2
Tharp,T610,1,2
Thatcher,T326,4,6759
Thawley,T400,1,1
Thayer,T600,3,124
Theaker,T260,4,11
Theakston,T235,3,2
Theakstone,T235,1,1
Thees,T200,1,1
Thelwell,T440,1,15
Theobald,T143,4,2
Theobalds,T143,1,7
Theobold,T143,1,1
Theodore,T360,1,23
Theophilus,T142,1,3
Thew,T000,1,6
Thewlas,T420,1,1
Thewles,T420,1,3
Thewlis,T420,3,25
Thick,T200,4,4
Thickett,T230,1,7
Thickins,T252,2,1
Thickitt,T230,1,1
Thift,T130,1,19
Thirkettle,T623,2,11
Thirkittle,T623,1,2
Thirlaway,T640,1,2
Thirlby,T641,2,1
Thirlow,T640,1,1
